year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94.5,82.4,3692,3575,3863,3700,3400,4000
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),96.2,93.3,3300,3350,3530,3550,3350,3750
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),97.9,96.8,3482,3500,3750,3750,3550,3950
2021,National University of Singapore,YST Conservatory of Music,Bachelor of Music*,82.4,35.3,3136,2958,3203,3100,2915,3600
2021,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,88.3,70.8,4344,4000,4453,4000,3500,5000
2021,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,94.6,83.8,4779,4500,4952,4500,3800,5650
2021,National University of Singapore,Multi-Disciplinary Programmes,"Bachelor of Engineering (Computer
Engineering)",97.4,91.2,5345,5000,5473,5400,4500,6200
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies^{7},97.4,81.6,3544,3500,3658,3650,3100,3996
2021,Singapore Management University,School of Accountancy (4-year programme),Accountancy,98.7,93,3751,3400,3814,3400,3200,4000
2021,Singapore Management University,School of Accountancy (4-year programme),Cum Laude and above,97.9,92.6,4161,3700,4213,3850,3300,4600
2021,Singapore Management University,School of Business (4-year programme),Business Management,96.6,86,4229,4000,4371,4000,3500,4650
2021,Singapore Management University,School of Business (4-year programme),Cum Laude and above,96.6,90.3,4705,4333,4855,4480,3800,5043
2021,Singapore Management University,School of Economics (4-year programme),Economics,91.8,83.5,4641,4275,4777,4435,3800,5250
2021,Singapore Management University,School of Economics (4-year programme),Cum Laude and above,94.1,91.2,5209,4750,5310,4900,4191,5810
2021,Singapore Management University,School of Information Systems (4-year programme),Information Systems,98.2,94.6,4774,4860,4906,5000,4200,5350
2021,Singapore Management University,School of Information Systems (4-year programme),Cum Laude and above,97.4,93.6,5317,5050,5499,5350,5000,5833
2021,Singapore Management University,School of Social Sciences (4-year programme),Social Sciences,94.1,77.1,3656,3465,3836,3600,3200,4010
2021,Singapore Management University,School of Social Sciences (4-year programme),Cum Laude and above,96.9,86.2,3856,3500,4063,3763,3350,4500
2021,Singapore Management University,School of Law (4-year programme),Law,100,98.3,5319,5500,5433,5600,4500,6000
2021,Singapore Management University,School of Law (4-year programme),Cum Laude and above,100,98.8,5613,5600,5754,5800,5025,6000
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education,93,88.4,2949,3000,2963,3000,2800,3100
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,"Bachelor of Human Resource
Management",95.6,80.9,3249,3200,3412,3200,3000,3500
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,94.7,86.8,3432,3530,3461,3530,3400,3580
2021,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,98.6,89,3199,3200,3231,3200,3000,3400
2021,Singapore University of Social Sciences,School of Business,"Bachelor of Science in Business
Analytics",93.5,83.9,4218,3800,4372,3800,3350,4900
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,84.4,56.3,3856,3500,3862,3500,3300,4350
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.4,63.6,3303,3200,3411,3275,2820,3600
2021,Singapore University of Social Sciences,School of Business,"Bachelor of Science in Supply Chain
Management",97.4,79.5,3245,3200,3381,3300,3025,3500
